,annotator,cell,h,image,label,pk,w,x,y
391,tommy,52222,37,alt_61465.jpg,Normal,3833,37,830,465
392,tommy,67977,42,alt_60036.jpg,Normal,3834,40,128,1055
393,tommy,87619,41,alt_49976.jpg,Normal,3835,44,39,2581
394,tommy,33764,42,alt_62534.jpg,Normal,3836,38,49,233
395,tommy,65315,42,alt_59830.jpg,Dacrocyte,3837,38,1819,1856
396,tommy,86332,30,alt_50220.jpg,Echinocyte,3838,52,2803,1440
397,tommy,32918,40,alt_62534.jpg,Acanthocyte,3839,41,1413,1523
398,tommy,62317,45,alt_60068.jpg,Normal,3840,49,1589,438
399,tommy,97991,43,alt_5294.jpg,Echinocyte,3841,42,398,1772
400,tommy,89716,39,alt_49976.jpg,Normal,3842,42,2004,12
401,tommy,37397,41,alt_62043.jpg,Normal,3843,41,1446,1593
402,tommy,67355,35,alt_60036.jpg,Normal,3844,39,2079,1962
403,tommy,82625,35,alt_50604.jpg,Normal,3845,40,129,446
404,tommy,84743,36,alt_50487.jpg,Normal,3846,35,1169,661
405,tommy,89716,39,alt_49976.jpg,Normal,3847,42,2004,12
406,tommy,40592,34,alt_62184.jpg,Normal,3848,40,1886,512
407,tommy,73716,33,alt_59469.jpg,Normal,3849,41,2299,987
408,tommy,54121,38,alt_61270.jpg,Normal,3850,41,742,826
409,tommy,42299,35,alt_62261.jpg,Normal,3851,37,517,1026
410,tommy,38401,42,alt_62043.jpg,Normal,3852,43,411,431
411,tommy,98414,39,alt_5294.jpg,Echinocyte,3853,36,1433,1324
412,tommy,61707,39,alt_60068.jpg,Normal,3854,37,2562,1176
413,tommy,81815,37,alt_50604.jpg,Normal,3855,38,1191,1480
414,tommy,58044,43,alt_60381.jpg,Echinocyte,3856,39,1502,155
415,tommy,89047,37,alt_49976.jpg,Normal,3857,39,864,836
416,tommy,89245,36,alt_49976.jpg,Normal,3858,41,1422,594
417,tommy,97618,37,alt_5294.jpg,Echinocyte,3859,40,1685,2151
418,tommy,56251,42,alt_61390.jpg,Normal,3860,41,1539,241
419,tommy,65110,33,alt_59830.jpg,Normal,3861,35,107,2136
420,tommy,88697,37,alt_49976.jpg,Normal,3862,39,1968,1268
421,tommy,68157,37,alt_60036.jpg,Echinocyte,3863,42,1823,796
422,tommy,32025,38,alt_62626.jpg,Normal,3864,37,2255,129
423,tommy,98876,40,alt_5294.jpg,Dacrocyte,3865,36,2160,877
424,tommy,101410,50,alt_5419.jpg,Normal,3866,46,674,214
425,tommy,40011,39,alt_62184.jpg,Normal,3867,36,1631,1242
426,tommy,41603,38,alt_62261.jpg,Normal,3868,39,605,1985
427,tommy,48700,36,alt_61873.jpg,Normal,3869,36,1921,828
428,tommy,98527,42,alt_5294.jpg,Echinocyte,3870,41,2790,1210
429,tommy,46987,38,alt_61585.jpg,Echinocyte,3871,38,1028,50
430,tommy,76652,50,alt_59351.jpg,Echinocyte,3872,45,890,388
431,tommy,39875,39,alt_62184.jpg,Normal,3873,48,638,1424
432,tommy,58182,40,alt_60259.jpg,Normal,3874,39,826,2808
433,tommy,93660,43,alt_7191.jpg,Normal,3875,40,450,2029
434,tommy,83212,35,alt_50487.jpg,Normal,3876,42,214,2574
435,tommy,86874,41,alt_50220.jpg,Normal,3877,37,235,728
436,tommy,52222,37,alt_61465.jpg,Normal,3878,37,830,465
437,tommy,88073,40,alt_49976.jpg,Normal,3879,37,728,2024
438,tommy,55501,42,alt_61390.jpg,Normal,3880,40,2083,1500
439,tommy,80235,37,alt_58500.jpg,Normal,3881,38,2313,704
440,tommy,51945,39,alt_61465.jpg,Normal,3882,39,2243,774
441,tommy,85077,38,alt_50487.jpg,Normal,3883,39,1801,247
442,tommy,69014,36,alt_59591.jpg,Echinocyte,3884,46,266,2559
443,tommy,75274,41,alt_59351.jpg,Normal,3885,41,1582,2264
444,tommy,63581,35,alt_59722.jpg,Echinocyte,3886,41,767,1465
445,tommy,83570,52,alt_50487.jpg,Reject,3887,39,2685,2125
446,tommy,81559,49,alt_50604.jpg,Reject,3888,42,1121,1827
447,tommy,91814,35,alt_49473.jpg,Normal,3889,33,1045,1053
448,tommy,62907,40,alt_59722.jpg,Normal,3890,55,2102,2514
449,tommy,45294,40,alt_61585.jpg,Normal,3891,42,2074,2196
450,tommy,82343,35,alt_50604.jpg,Normal,3892,32,1201,812
451,tommy,86345,39,alt_50220.jpg,Normal,3893,37,2765,1420
452,tommy,95996,41,alt_39177.jpg,Normal,3894,41,2382,1565
453,tommy,101353,39,alt_5419.jpg,Normal,3895,43,2675,297
454,tommy,52029,38,alt_61465.jpg,Normal,3896,38,1136,678
455,tommy,37086,40,alt_62043.jpg,Normal,3897,40,1022,1966
456,tommy,83807,34,alt_50487.jpg,Normal,3898,38,2497,1836
457,tommy,78542,45,alt_52050.jpg,Normal,3899,46,749,241
458,tommy,56845,36,alt_60381.jpg,Echinocyte,3900,39,1379,2066
459,tommy,86766,38,alt_50220.jpg,Normal,3901,43,950,868
460,tommy,60787,42,alt_60068.jpg,Reject,3902,41,2539,2255
461,tommy,29449,39,alt_62977.jpg,Normal,3903,39,2294,1077
462,tommy,28793,37,alt_62977.jpg,Normal,3904,36,2776,1984
463,tommy,75040,43,alt_59351.jpg,Normal,3905,42,2753,2625
464,tommy,37432,38,alt_62043.jpg,Normal,3906,43,862,1549
465,tommy,37527,42,alt_62043.jpg,Normal,3907,44,2171,1431
466,tommy,28664,38,alt_62977.jpg,Normal,3908,37,1168,2152
467,tommy,82625,35,alt_50604.jpg,Normal,3909,40,129,446
468,tommy,29299,37,alt_62977.jpg,Schistocyte,3910,37,1836,1283
469,tommy,40773,34,alt_62184.jpg,Normal,3911,37,2611,284
470,tommy,51919,42,alt_61465.jpg,Normal,3912,39,2273,798
471,tommy,57995,45,alt_60381.jpg,Echinocyte,3913,42,1474,229
472,tommy,67793,41,alt_60036.jpg,Reject,3914,50,1651,1313
473,tommy,98358,53,alt_5294.jpg,Echinocyte,3915,57,2327,1381
474,tommy,83646,36,alt_50487.jpg,Normal,3916,37,2541,2037
475,tommy,57058,41,alt_60381.jpg,Echinocyte,3917,48,763,1701
476,tommy,50327,39,alt_61465.jpg,Normal,3918,37,1648,2615
477,tommy,71769,25,alt_59469.jpg,Schistocyte,3919,27,2042,2617
478,tommy,98450,49,alt_5294.jpg,Echinocyte,3920,56,2051,1285
479,tommy,98977,39,alt_5294.jpg,Echinocyte,3921,37,831,783
480,tommy,50266,34,alt_61465.jpg,Normal,3922,42,1605,2679
481,tommy,40945,41,alt_62184.jpg,Normal,3923,43,824,70
482,tommy,70955,40,alt_59591.jpg,Normal,3924,38,2756,556
483,tommy,53359,38,alt_61270.jpg,Normal,3925,38,2491,1834
484,tommy,31715,41,alt_62626.jpg,Normal,3926,39,1158,591
485,tommy,38845,38,alt_62184.jpg,Normal,3927,36,2608,2737
486,tommy,44015,39,alt_61946.jpg,Normal,3928,40,2373,1272
487,tommy,81097,34,alt_50604.jpg,Normal,3929,37,2102,2432
488,tommy,97801,37,alt_5294.jpg,Echinocyte,3930,39,2410,1975
489,tommy,37926,40,alt_62043.jpg,Normal,3931,37,177,962
490,tommy,94841,40,alt_7191.jpg,Normal,3932,40,1769,390
491,tommy,83807,34,alt_50487.jpg,Normal,3933,38,2497,1836
492,tommy,91844,41,alt_49473.jpg,Normal,3934,37,2134,1029
493,tommy,35311,42,alt_62383.jpg,Normal,3935,40,1268,1245
494,tommy,70623,48,alt_59591.jpg,Reject,3936,45,1662,896
495,tommy,94768,42,alt_7191.jpg,Echinocyte,3937,42,29,489
496,tommy,39088,39,alt_62184.jpg,Normal,3938,39,2737,2449
497,tommy,88142,45,alt_49976.jpg,Normal,3939,41,2538,1948
498,tommy,99271,43,alt_5294.jpg,Echinocyte,3940,39,2714,507
499,tommy,94843,39,alt_7191.jpg,Normal,3941,39,2309,388
500,tommy,92724,37,alt_49473.jpg,Normal,3942,36,2237,285
501,tommy,83836,40,alt_50487.jpg,Normal,3943,38,431,1794
502,tommy,79540,39,alt_58500.jpg,Normal,3944,36,1100,1672
503,tommy,56286,41,alt_61390.jpg,Normal,3945,41,2348,183
504,tommy,53669,39,alt_61270.jpg,Normal,3946,37,1605,1434
505,tommy,66079,30,alt_59830.jpg,Reject,3947,33,1165,898
506,tommy,68085,36,alt_60036.jpg,Normal,3948,39,354,889
507,tommy,51225,41,alt_61465.jpg,Normal,3949,42,1919,1603
508,tommy,48584,39,alt_61873.jpg,Normal,3950,40,2446,960
509,tommy,83097,36,alt_50487.jpg,Normal,3951,40,816,2710
510,tommy,77314,43,alt_52050.jpg,Normal,3952,40,2481,2212
511,tommy,86874,41,alt_50220.jpg,Normal,3953,37,235,728
512,tommy,98414,39,alt_5294.jpg,Echinocyte,3954,36,1433,1324
513,tommy,94827,39,alt_7191.jpg,Echinocyte,3955,40,1502,409
514,tommy,65870,35,alt_59830.jpg,Dacrocyte,3956,40,430,1160
515,tommy,31504,38,alt_62626.jpg,Normal,3957,38,2312,900
516,tommy,77369,40,alt_52050.jpg,Normal,3958,45,2162,2099
517,tommy,93656,40,alt_7191.jpg,Echinocyte,3959,44,2078,2030
518,tommy,30657,42,alt_62626.jpg,Normal,3960,39,2230,2241
519,tommy,80704,40,alt_58500.jpg,Normal,3961,38,2169,62
520,tommy,56595,39,alt_60381.jpg,Echinocyte,3962,44,984,2481
521,tommy,48163,35,alt_61873.jpg,Normal,3963,36,2106,1463
522,tommy,37208,56,alt_62043.jpg,Echinocyte,3964,37,474,1814
523,tommy,28391,38,alt_62977.jpg,Normal,3965,37,513,2538
524,tommy,92540,36,alt_49473.jpg,Normal,3966,37,313,446
525,tommy,70623,48,alt_59591.jpg,Reject,3967,45,1662,896
526,tommy,74965,39,alt_59351.jpg,Normal,3968,40,1615,2743
527,tommy,83646,36,alt_50487.jpg,Normal,3969,37,2541,2037
528,tommy,35751,40,alt_62383.jpg,Normal,3970,38,543,749
529,tommy,32482,41,alt_62534.jpg,Normal,3971,36,1604,2222
530,tommy,79030,38,alt_58500.jpg,Normal,3972,37,8,2374
531,tommy,67844,44,alt_60036.jpg,Normal,3973,42,259,1233
532,tommy,66696,38,alt_59830.jpg,Normal,3974,44,1256,69
533,tommy,98090,51,alt_5294.jpg,Reject,3975,49,1687,1665
534,tommy,86324,40,alt_50220.jpg,Normal,3976,37,112,1447
535,tommy,32005,42,alt_62626.jpg,Normal,3977,39,1997,155
536,tommy,72856,37,alt_59469.jpg,Normal,3978,42,1686,1709
537,tommy,98199,43,alt_5294.jpg,Reject,3979,40,1814,1538
538,tommy,52124,40,alt_61465.jpg,Normal,3980,37,1468,570
539,tommy,33519,36,alt_62534.jpg,Normal,3981,40,2497,606
540,tommy,37638,41,alt_62043.jpg,Echinocyte,3982,42,879,1301
541,tommy,74861,40,alt_59469.jpg,Normal,3983,41,583,25
542,tommy,38998,47,alt_62184.jpg,Normal,3984,43,1331,2560
543,tommy,65896,40,alt_59830.jpg,Normal,3985,35,602,1123
544,tommy,92125,37,alt_49473.jpg,Normal,3986,37,335,792
545,tommy,76395,41,alt_59351.jpg,Normal,3987,49,1659,740
546,tommy,96076,37,alt_39177.jpg,Normal,3988,38,686,1436
547,tommy,50762,40,alt_61465.jpg,Normal,3989,38,55,2142
548,tommy,59007,36,alt_60259.jpg,Dacrocyte,3990,41,1732,1714
549,tommy,34218,43,alt_62383.jpg,Normal,3991,40,1738,2489
550,tommy,79409,38,alt_58500.jpg,Normal,3992,38,2505,1837
551,tommy,94383,45,alt_7191.jpg,Echinocyte,3993,41,14,1023
552,tommy,85386,36,alt_50220.jpg,Normal,3994,33,1634,2677
553,tommy,97022,55,alt_5294.jpg,Echinocyte,3995,31,2564,2771
554,tommy,70735,36,alt_59591.jpg,Normal,3996,44,317,779
555,tommy,38415,36,alt_62043.jpg,Normal,3997,36,1608,410
556,tommy,33899,36,alt_62534.jpg,Normal,3998,43,375,26
557,tommy,95021,36,alt_7191.jpg,Echinocyte,3999,38,2197,160
558,tommy,42847,42,alt_62261.jpg,Normal,4000,43,17,222
559,tommy,87275,61,alt_50220.jpg,Reject,4001,45,1081,187
560,tommy,59905,41,alt_60259.jpg,Normal,4002,36,902,515
561,tommy,96568,44,alt_39177.jpg,Normal,4003,42,1042,620
562,tommy,37577,39,alt_62043.jpg,Normal,4004,42,2353,1374
563,tommy,100348,23,alt_5419.jpg,Reject,4005,22,1566,1983
564,tommy,81559,49,alt_50604.jpg,Reject,4006,42,1121,1827
565,tommy,44681,44,alt_61946.jpg,Normal,4007,43,212,148
566,tommy,90610,37,alt_49473.jpg,Normal,4008,35,50,2077
567,tommy,79812,34,alt_58500.jpg,Normal,4009,35,1377,1305
568,tommy,44628,38,alt_61946.jpg,Normal,4010,41,1699,246
569,tommy,51770,43,alt_61465.jpg,Normal,4011,43,859,970
570,tommy,55494,38,alt_61390.jpg,Normal,4012,44,1386,1518
571,tommy,86959,39,alt_50220.jpg,Normal,4013,46,2823,614
572,tommy,52291,36,alt_61465.jpg,Normal,4014,42,2173,387
573,tommy,51037,34,alt_61465.jpg,Normal,4015,34,1433,1819
574,tommy,54168,39,alt_61270.jpg,Normal,4016,41,77,772
575,tommy,86800,37,alt_50220.jpg,Normal,4017,38,2390,824
576,tommy,74721,39,alt_59469.jpg,Normal,4018,35,982,142
577,tommy,98801,39,alt_5294.jpg,Echinocyte,4019,38,2168,945
578,tommy,28283,42,alt_62977.jpg,Normal,4020,39,1084,2684
579,tommy,99278,37,alt_5294.jpg,Echinocyte,4021,34,2518,503
580,tommy,79921,38,alt_58500.jpg,Normal,4022,38,1384,1145
581,tommy,83957,38,alt_50487.jpg,Normal,4023,32,1381,1647
582,tommy,42691,34,alt_62261.jpg,Normal,4024,35,947,459
583,tommy,91182,37,alt_49473.jpg,Normal,4025,37,1938,1589
584,tommy,46064,35,alt_61585.jpg,Normal,4026,35,742,1238
585,tommy,95638,41,alt_39177.jpg,Normal,4027,38,211,2124
586,tommy,35365,38,alt_62383.jpg,Normal,4028,40,1750,1186
587,tommy,51897,42,alt_61465.jpg,Normal,4029,41,1577,819
588,tommy,28231,45,alt_62977.jpg,Normal,4030,41,867,2761
589,tommy,46064,35,alt_61585.jpg,Normal,4031,35,742,1238
590,tommy,70409,26,alt_59591.jpg,Reject,4032,29,2709,1110
591,tommy,55049,39,alt_61390.jpg,Normal,4033,38,1574,2291
592,tommy,59583,35,alt_60259.jpg,Normal,4034,35,2338,958
593,tommy,35834,37,alt_62383.jpg,Normal,4035,37,2657,650
594,tommy,28231,45,alt_62977.jpg,Normal,4036,41,867,2761
595,tommy,98809,43,alt_5294.jpg,Echinocyte,4037,40,2654,935
596,tommy,72563,38,alt_59469.jpg,Normal,4038,41,505,1958
597,tommy,81857,37,alt_50604.jpg,Normal,4039,36,2157,1425
598,tommy,60038,37,alt_60259.jpg,Normal,4040,37,827,347
599,tommy,32592,79,alt_62534.jpg,Dacrocyte,4041,49,2191,2028
600,tommy,54943,40,alt_61390.jpg,Normal,4042,40,125,2485
601,tommy,47722,42,alt_61873.jpg,Normal,4043,37,1812,2006
602,tommy,81495,46,alt_50604.jpg,Reject,4044,40,2140,1921
603,tommy,73700,36,alt_59469.jpg,Normal,4045,35,2026,1003
604,tommy,35350,39,alt_62383.jpg,Echinocyte,4046,39,1354,1199
605,tommy,98615,38,alt_5294.jpg,Echinocyte,4047,43,2139,1122
606,tommy,66836,35,alt_60036.jpg,Normal,4048,37,1279,2702
607,tommy,59499,36,alt_60259.jpg,Normal,4049,32,1590,1074
608,tommy,69164,27,alt_59591.jpg,Schistocyte,4050,27,955,2387
609,tommy,67991,46,alt_60036.jpg,Normal,4051,43,1183,1035
610,tommy,86949,44,alt_50220.jpg,Normal,4052,32,536,626
611,tommy,82625,35,alt_50604.jpg,Normal,4053,40,129,446
612,tommy,63924,47,alt_59722.jpg,Normal,4054,52,1850,916
613,tommy,84179,31,alt_50487.jpg,Normal,4055,37,1823,1360
614,tommy,75896,40,alt_59351.jpg,Normal,4056,41,2286,1410
615,tommy,83734,34,alt_50487.jpg,Normal,4057,44,942,1927
616,tommy,93734,41,alt_7191.jpg,Normal,4058,39,2035,1927
617,tommy,91869,40,alt_49473.jpg,Normal,4059,39,878,1002
618,tommy,59939,35,alt_60259.jpg,Reject,4060,44,390,473
619,tommy,45815,43,alt_61585.jpg,Normal,4061,45,2035,1547
620,tommy,62491,44,alt_60068.jpg,Normal,4062,38,2102,248
621,tommy,35480,40,alt_62383.jpg,Normal,4063,41,2793,1057
622,tommy,91107,38,alt_49473.jpg,Normal,4064,40,835,1655
623,tommy,89891,39,alt_49473.jpg,Normal,4065,39,2102,2702
624,tommy,74316,40,alt_59469.jpg,Normal,4066,36,398,466
625,tommy,68381,39,alt_60036.jpg,Normal,4067,39,917,470
626,tommy,61058,33,alt_60068.jpg,Echinocyte,4068,34,41,1941
627,tommy,95213,50,alt_39177.jpg,Normal,4069,51,2804,2779
628,tommy,32202,36,alt_62534.jpg,Normal,4070,33,2388,2705
629,tommy,74054,39,alt_59469.jpg,Normal,4071,35,1748,687
630,tommy,43204,40,alt_61946.jpg,Normal,4072,40,2249,2520
631,tommy,41859,37,alt_62261.jpg,Normal,4073,39,656,1635
632,tommy,42577,36,alt_62261.jpg,Normal,4074,42,1089,616
633,tommy,54441,42,alt_61270.jpg,Normal,4075,41,2792,390
634,tommy,47503,41,alt_61873.jpg,Normal,4076,41,448,2270
635,tommy,72756,38,alt_59469.jpg,Normal,4077,39,527,1790
636,tommy,99179,39,alt_5294.jpg,Echinocyte,4078,36,179,593
637,tommy,68997,40,alt_59591.jpg,Normal,4079,41,1159,2577
638,tommy,96799,43,alt_39177.jpg,Echinocyte,4080,39,2642,263
639,tommy,33015,39,alt_62534.jpg,Normal,4081,38,2014,1363
640,tommy,87089,40,alt_50220.jpg,Normal,4082,40,1710,447
641,tommy,62713,49,alt_59722.jpg,Reject,4083,38,958,2845
642,tommy,91720,37,alt_49473.jpg,Normal,4084,36,1768,1128
643,tommy,52128,38,alt_61465.jpg,Normal,4085,37,1738,567
644,tommy,44962,39,alt_61585.jpg,Normal,4086,39,1614,2601
645,tommy,52739,38,alt_61270.jpg,Normal,4087,42,1113,2669
646,tommy,77548,45,alt_52050.jpg,Normal,4088,39,1447,1800
647,tommy,100293,47,alt_5419.jpg,Normal,4089,47,643,2049
648,tommy,75802,36,alt_59351.jpg,Echinocyte,4090,45,2164,1528
649,tommy,86751,45,alt_50220.jpg,Normal,4091,39,1152,888
650,tommy,78831,42,alt_58500.jpg,Normal,4092,40,1390,2639
651,tommy,82962,32,alt_50604.jpg,Normal,4093,37,879,28
652,tommy,98052,34,alt_5294.jpg,Echinocyte,4094,41,1015,1706
653,tommy,83076,33,alt_50487.jpg,Normal,4095,36,287,2727
654,tommy,60092,37,alt_60259.jpg,Normal,4096,38,1790,279
655,tommy,44456,42,alt_61946.jpg,Normal,4097,38,2011,535
656,tommy,42375,43,alt_62261.jpg,Normal,4098,43,1909,922
657,tommy,33359,45,alt_62534.jpg,Normal,4099,34,2676,840
658,tommy,35404,40,alt_62383.jpg,Normal,4100,39,61,1144
659,tommy,42867,40,alt_62261.jpg,Normal,4101,44,1476,197
660,tommy,74224,34,alt_59469.jpg,Normal,4102,39,2020,543
661,tommy,99260,36,alt_5294.jpg,Echinocyte,4103,39,2155,517
662,tommy,45029,39,alt_61585.jpg,Normal,4104,42,1182,2534
663,tommy,63872,45,alt_59722.jpg,Echinocyte,4105,40,2605,986
664,tommy,61693,46,alt_60068.jpg,Normal,4106,48,2772,1197
665,tommy,62790,46,alt_59722.jpg,Echinocyte,4107,44,1377,2701
666,tommy,53273,45,alt_61270.jpg,Normal,4108,43,624,1948
667,tommy,56734,44,alt_60381.jpg,Echinocyte,4109,43,1280,2260
668,tommy,44335,41,alt_61946.jpg,Normal,4110,44,1355,745
669,tommy,48677,40,alt_61873.jpg,Normal,4111,43,1017,854
670,tommy,30546,49,alt_62626.jpg,Reject,4112,58,1244,2427
671,tommy,69564,38,alt_59591.jpg,Normal,4113,41,2820,1980
672,tommy,45815,43,alt_61585.jpg,Normal,4114,45,2035,1547
673,tommy,88582,45,alt_49976.jpg,Normal,4115,42,2260,1403
674,tommy,96432,43,alt_39177.jpg,Normal,4116,37,1876,867
675,tommy,83512,38,alt_50487.jpg,Normal,4117,40,857,2203
676,tommy,67426,38,alt_60036.jpg,Normal,4118,45,1433,1847
677,tommy,89047,37,alt_49976.jpg,Normal,4119,39,864,836
678,tommy,63320,40,alt_59722.jpg,Normal,4120,43,1889,1865
679,tommy,67243,41,alt_60036.jpg,Normal,4121,41,2664,2133
680,tommy,44700,39,alt_61946.jpg,Normal,4122,40,1977,126
681,tommy,100770,43,alt_5419.jpg,Normal,4123,46,1866,1231
682,tommy,56228,37,alt_61390.jpg,Reject,4124,37,1803,274
683,tommy,98283,69,alt_5294.jpg,Reject,4125,53,79,1454
684,tommy,87940,37,alt_49976.jpg,Normal,4126,38,2777,2192
685,tommy,60193,41,alt_60259.jpg,Normal,4127,38,2588,142
686,tommy,50320,36,alt_61465.jpg,Reject,4128,40,2454,2620
